id,type,title,authors,abstract,url,location,booth,group
C1284,Poster,KARLI: Kid-friendly Augmented Reality for Primary School Health Education,Mariella Seel: St. Poelten University of Applied Sciences&#59; Michael Andorfer: St. Poelten University of Applied Sciences&#59; Mario Heller: St. Poelten University of Applied Sciences&#59; Andreas Jakl: St. Poelten University of Applied Sciences,"Acquiring health knowledge is essential and starts already in primary school. Augmented Reality (AR) helps to convey complex topics in a more understandable way. In this work, we present the prototype of KARLI, the &quot;Kid-friendly Augmented Reality Learning Interface&quot;. This AR smartphone app for in-school use is designed for age level 8 to 10, enabling pupils to explore a 3D model of the human body based on the primary school curriculum. Underlining the importance of kid-friendly app development and testing, our evaluation results of 38 pupils and 3 teachers indicate that KARLI is suitable and helpful for health education in primary schools.",https://youtu.be/6JG7izsWXh8,Expo Hall B,B33,B
C1288,Poster,VR Edufication on Historic Lunar Roving Missions,Huadong Zhang: Rochester Institute of Technology&#59; Lizhou Cao: Rochester Institute of Technology&#59; Angelica Howell: Rochester Institute of Technology&#59; Chao Peng: Rochester Institute of Technology,"This work presents the design and evaluation of an educational VR game to teach historic Apollo lunar roving missions. The game consists of three gameplay scenes, and each scene aims to convey one type of knowledge. The game adheres with the learning objectives, presents the contents, and conveys knowledge in both active and passive interaction modes. We conducted a user study focusing on the understanding of the influence of different interaction modes on learning outcomes and learning engagement.",https://youtu.be/nWQYRksCMUw,Expo Hall C,D32,C
C1299,Poster,The Immediate and Retained Effectiveness of One-time Virtual Reality Exposure in Enhancing Intercultural Sensitivity,Richard Chen Li: The Hong Kong Polytechnic University &#59; Angel Lo Lo Kon: City University of Hong Kong&#59; Justin So: University College London&#59; Horace Ho Shing Ip: City University of Hong Kong,"This study aims to investigate the immediate and retained effects of one-time virtual reality (VR) exposure on intercultural sensitivity (IS) and identify the contributing factors. Three virtual scenarios about the ethnic minorities in Hong Kong were created for the empirical study. The longitudinal results involving 30 participants (15M 15F) showed that both the immediate and retained effects of the one-time VR exposure on IS were significant. Moreover, linear growth curve models suggested that among the female participants, presence and emotional empathy were closely associated with the change of IS over time, but this relation was not significant among the males.",https://youtu.be/iGc2KpLlVqg,Expo Hall C,D31,C
C1306,Poster,Comparing principally imagination and interaction versions of a play anywhere mobile AR location-based story,Gideon Raeburn: Queen Mary University of London&#59; Laurissa Tokarchuk: Queen Mary University of London,"Augmented Reality (AR) allows virtual elements to be overlaid on the real world, providing new opportunities for location-based storytelling, by offering blended environments to more closely resemble those in a story. However, there is limited research considering how different interaction opportunities with such augmented surroundings, affect user engagement and immersion in such a story. A mobile AR app, Map Story 2, was developed to investigate this, offering a guided story-walk around a user's chosen location, either interacting with overlaid virtual objects to progress the story, or being asked to imagine the same events playing out at each augmented location.",https://youtu.be/TPuO4tyOOv8,Expo Hall B,B34,B
C1312,Poster,Redirected Placement: Retargeting Destinations of Passive Props for Enhancing Bimanual Haptic Feedback in Virtual Reality,Xuanhui Yang: Shanghai Jiao Tong University&#59; Yixiao Kang: Shanghai Jiao Tong University&#59; Xubo Yang: Shanghai Jiao Tong University,"Haptic retargeting is a commonly used technique to match passive props to virtual objects and add tactile feedback in Virtual Reality (VR). However, researchers have mainly focused on single-hand retargeting and applied these techniques primarily for tasks of touching objects. In this work, we propose a novel retargeting solution for tasks of grabbing and placing objects in VR, called redirected placement (RP), which is applied when placing virtual objects. The key idea of this method is that when the user places the virtual object, it can enable the user to place the physical prop in the user's hand in a position that is easier to match with multiple other virtual objects, without being detected by the user.",https://youtu.be/Hn7_ubi6B38,Expo Hall C,C11,C
C1323,Poster,Design of Mentally and Physically Demanding Tasks as Distractors of Rotation Gains,Daniel Neves Coelho: Curvature Games&#59; Frank Steinicke: Universit&auml;t Hamburg&#59; Eike Langbehn: University of Applied Sciences Hamburg,"Rotation gains decouple real and virtual head turning. When reaching a boundary of the tracking space, the user's orientation can be reset by applying a rotation gain and forcing the user to do a certain task that requires head rotations. To identify what kind of tasks are best suited to mask the redirection, four tasks were designed that differentiate in their amount of mentally and physically demand: a spatial memory task, a verbal memory task, a physically exhausting task and a task which requires physical skill. A first pilot study was conducted to evaluate the influence on the redirection awareness.",https://youtu.be/DZ--H0NIzlQ,Expo Hall B,B23,B
C1325,Poster,Minimaps for Impossible Spaces: Improving Spatial Cognition in Self-Overlapping Virtual Rooms,Rafael Eppl&eacute;e: Universit&auml;t Hamburg&#59; Eike Langbehn: University of Applied Sciences Hamburg,"Natural walking in virtual reality is constrained by the physical boundaries of the tracking space.
Impossible spaces enlarge the virtual environment by creating overlapping architecture and letting multiple locations occupy the same physical space.
Minimaps, which are small representations of the environment, are a common method to assist with wayfinding and navigation.
Unfortunately, in a naive implementation of such minimaps for an environment with impossible spaces, the overlap would be obvious.
We investigated approaches to displaying impossible spaces on minimaps without attracting users' attention to the overlapping parts.
We conducted a study that investigated effects of minimaps on spatial cognition.",https://youtu.be/ulTp3mtP230,Expo Hall B,B24,B
C1340,Poster,Moving Visual-Inertial Ordometry into Cross-platform Web for Markerless Augmented Reality,Yakun Huang: Beijing University of Posts and Telecommunications&#59; Zhijie Tan: State Key Laboratory of Networking and Switching Technology&#59; Xiuquan Qiao: Beijing University of Posts and Telecommunications&#59; Jie Zhao: Beijing University of Posts and Telecommunications&#59; Fenghua Tian: Beijing University of Posts and Telecommunications,Widespread mobile AR implementation still suffers from the unique adaption for different mobile platforms. Enabling AR experience on the cross-platform web is a potential alternative and provides unified implementation. We reveal a lightweight VIO implementation on the web without any visual marker or cumbersome frameworks for AR services. The contributions include 1) designing a novel VIO architecture to balance the user experience and the efficiency&#59; 2) optimizing a single-thread VIO algorithm to avoid the sophisticated multi-threading management and enhancing compatibility&#59; 3) improving the dirty noise of IMU and developing efficient numerical libraries like SuiteSparse for the massive computation afford.,https://youtu.be/cCrxg97h3ZQ,Expo Hall C,C12,C
C1356,Poster,Augmenting Sculpture with Immersive Sonification,Yichen Wang: The Australian National University &#59; Henry Gardner: The Australian National University&#59; Charles Patrick Martin: Australian National University&#59; Matt Adcock: CSIRO,"We present an artistic Mixed Reality (MR) system that remixes a sculptural element of a building and its aesthetic context to provide an on-site augmented art experience. Mainstream MR systems, particularly art-related, focus on the use of visuals in presenting additional information, whereas the use of audio as the main information channel has rarely been considered. In this work, we explore two different versions of a sonic experience for walking through an artistic staircase to enhance its public's engagement. Our user evaluation reveals the effectiveness of sonic design for a rewarding MR experience. With this, we emphasise the importance of sonic design in MR applications.",https://youtu.be/MlBKWVlkEDc,Expo Hall A,C14,A
C1357,Poster,Automatic Virtual Portals Placement for Efficient VR Navigation,"Lili Wang: Beihang University&#59; Yi Liu: State Key Laboratory of Virtual Reality Technology and Systems,school of computer science and engineering, Beihang University&#59; Xiaolong Liu: Beihang University&#59; Jian Wu: Beihang University","Portals placement in a large virtual scene can help users improve navigation efficiency, but determining the number and the positions of the portals has some challenges. In this paper, we proposed two automatic virtual portals placement methods for efficient VR navigation. To reduce the number of reverse redirections, we also proposed a real-time portal orientation determination algorithm. For any given single-floor outdoor virtual scene, our methods can automatically place the portals.",https://youtu.be/muuu9BtwzEA,Expo Hall C,C13,C
C1370,Poster,STARE: Semantic Augmented Reality Decision Support in Smart Environments,mengya zheng: University College Dublin&#59; xingyu pan: University College Dublin&#59; Nestor Velasco Bermeo: University College Dublin&#59; Rosemary J. Thomas: University College Dublin&#59; David Coyle: University College Dublin&#59; Gregory M.P. O'Hare Dr: University College Dublin (UCD)&#59; Abraham G. Campbell: University College Dublin,"The Internet of Things (IoT) facilitates real-time decision support within smart environments. Augmented Reality (AR) allows for the ubiquitous visualization of IoT-derived data, and AR visualization will simultaneously permit the cognitive and visual binding of information to the physical object(s) to which they pertain. Essential questions exist about efficiently filtering, prioritizing, determining relevance, and adjudicating individual information needs in real-time decision-making. To this end, this paper proposes a novel AR decision support framework (STARE) to support immediate decisions within a smart environment by augmenting the user's focal objects with assemblies of semantically relevant IoT data and corresponding suggestions.",https://youtu.be/siY94Q4jFVw,Expo Hall B,E24,B
C1372,Poster,Material Reflectance Property Estimation of Complex Objects Using an Attention Network,Bin Cheng: Beijing Normal University&#59; Junli Zhao: Qingdao University&#59; Fuqing Duan: Beijing Normal University,"Material reflectance property modeling can be used in realistic rendering to generate realistic appearances for virtual objects. However, current works mainly focus on near plane objects. In this paper, we propose an end-to-end network framework with attention mechanism to estimate the reflectance properties of any 3D object surface from a single image, where a single attention module is used for each reflectance property respectively to learn the property specific features. We also generate a material dataset by rendering a set of 3D complex shape models. The dataset is suitable for reflectance property estimation of arbitrary complex shape objects. Experiments validate the proposed method.",https://www.youtube.com/watch?v=NEonIkcMYkI,Expo Hall C,C14,C
C1377,Poster,Emotional Support Companions in Virtual Reality,Linda Graf: University of Duisburg-Essen&#59; Sophie Abramowski: University of Duisburg-Essen&#59; Melina Ba&szlig;feld: University of Duisburg-Essen&#59; Kirsten Melanie Gerschermann: University of Duisburg-Essen&#59; Marius Grie&szlig;hammer: University of Duisburg-Essen&#59; Leslie Scholemann: University of Duisburg-Essen&#59; Maic Masuch: University of Duisburg-Essen,"According to social psychological models, the presence of another person or even a virtual character in stressful situations can have stress-reducing effects. Thereby, the outcome can depend on the congruency between one's mood and the perceived mood of the other person. This dependence guides the design of VR applications for stress reduction, which use different virtual companion designs depending on the emotional state of individual users. This paper describes an ongoing design and development process towards such an emotionally supportive companion and shares initial results concerning the perception and stress-reducing effects of positively- and negatively-minded companions.",https://youtu.be/VDEfJL2oqxc,Expo Hall B,E26,B
C1385,Poster,Heuristic Short-term Path Prediction for Spontaneous Human Locomotionin Virtual Open Spaces,Christian Hirt: ETH Z&uuml;rich&#59; Marco Ketzel: ETH Z&uuml;rich&#59; Philip Graf: ETH Z&uuml;rich&#59; Christian Holz: ETH Z&uuml;rich&#59; Andreas Kunz: ETH Zurich,"Redirected Walking (RDW) shrinks large virtual environments to fit small physical tracking spaces while supporting natural locomotion. In predictive RDW, algorithms rely on predicting users' paths to adjust the induced redirection. Current predictors assume drastic simplifications or build on complex locomotion models. Further, also adapting existing predictive RDW algorithms to unconstrained open spaces exponentially increases their computational complexity. In this paper, we propose simple yet flexible path prediction models supporting dynamic virtual open spaces. Our proposed prediction models consist of a drop and a sector shape, defining an area, in which linear and clothoidic walking trajectories will be investigated.",https://youtu.be/2cF50ABMYlI,Expo Hall B,C11,B
C1398,Poster,3D Scene Reconstruction from RGB Images Using Dynamic Graph Convolution for Augmented Reality,Tzu-Hsuan Weng: National Taiwan University&#59; Robin Fischer: National Taiwan University&#59; Li-Chen Fu: National Taiwan University,"The 3D scene reconstruction task aims to reconstruct the object
shape, object pose, and the 3D layout of the scene. In the field of
augmented reality, this information is required for interactions with
the surroundings. In this paper, we develop a holistic end-to-end
scene reconstruction system using only RGB images. We further
designed an architecture that can adapt to different types of objects
through our graph convolution network during object surface generation. Moreover, a scene-merging strategy is proposed to alleviate the
occlusion problem by merging different views continuously. This
also allows our system to reconstruct the complete surroundings in a
room.",https://youtu.be/ZNLnmNjCmVg,Expo Hall C,C21,C
C1402,Poster,Towards Eye-Perspective Rendering for Optical See-Through Head-Mounted Displays,Gerlinde Emsenhuber: Salzburg University of Applied Sciences&#59; Michael Domhardt: Salzburg University of Applied Sciences&#59; Tobias Langlotz: University of Otago&#59; Denis Kalkofen: Graz University of Technology&#59; Markus Tatzgern: Salzburg University of Applied Sciences,"Optical see-through (OST) HMDs are a typical platform for Augmented Reality and allows users to experience augmentations. Utilizing information of the real-world background, visualization algorithms adapt the layout and representation of content to improve legibility. Typically, background information is captured via built-in HMD cameras. However, HMD camera views of the real-world scene are distinctively different to the user's view through the OST HMD. We propose eye-perspective rendering as a solution to synthesize high fidelity renderings of the user's view for OST HMDs to enable adaptation algorithms to utilize visual information as seen from the user's perspective to improve placement, rendering and, thus, legibility of content.",https://youtu.be/dADsQIE64n4,Expo Hall B,C12,B
C1405,Poster,Feasibility of Training Elite Athletes for Improving their Mental Imagery Ability Using Virtual Reality,"Yuanjie Wu: University of Canterbury&#59; Stephan Lukosch: University of Canterbury&#59; Heide Lukosch: University of Canterbury&#59; Robert W. Lindeman: University of Canterbury&#59; Ryan Douglas McKee: University of Canterbury&#59; Shunsuke Fukuden: HIT Lab NZ, University of Canterbury&#59; Cameron Ross: Snow Sports NZ&#59; Dave Collins: Snow Sports NZ","The goal of imagery training for athletes is to create realistic images in their minds and to familiarize them with certain procedures, environments, and other aspects related to competition. Traditional imagery training methods use still images or videos, and athletes study the pictures or watch the videos in order to mentally rehearse. However, factors such as distractions and low realism can affect the training quality. In this paper, we present a VR solution and a study that explores our hypotheses that 1) high-fidelity VR systems improve mental imagery skills, and that 2) the presence of elements such as an audience or photographers in the VR environment result in better mental imagery skill improvement.",https://www.youtube.com/watch?v=dfpbJw3mVFY,Expo Hall A,C21,A
C1411,Poster,Designing a Mixed Reality System for Exploring Genetic Mutation Data of Cancer Patients,Syeda Aniqa Imtiaz: Ryerson University&#59; Alexander Bakogeorge: Ryerson University&#59; Nour Abu Hantash: Ryerson University&#59; Caleb Barynin: Ryerson University&#59; Roozbeh Manshaei: Ryerson University&#59; Ali Mazalek: Ryerson University,"Increased availability of cancerous genomics mutation data provides researchers the opportunity to discover associations among genetic mutation patterns within the same organ as well as similar mutation patterns among different organs. However, the complexity, variety, and scale of multi-dimensional data involved in analyzing mutations across organs poses challenges for clinicians and researchers to draw such relationships. We present a prototype application that leverages multiple-coordinated views in mixed reality (MR) to enable investigations of genetic mutation patterns and the organs affected by cancer. We believe our prototype has the potential to enhance data and association discovery within and across different organs.",https://youtu.be/5OQhYcxcuE4,Expo Hall C,C22,C
C1421,Poster,A Pinch-based Text Entry Method for Head-mounted Displays,Haiyan Jiang: Beijing Institute of Technology&#59; Dongdong Weng: Beijing Institute of Technology&#59; Xiaonuo Dongye: Beijing Institute of Technology&#59; Yue Liu: Beijing Institute of Technology,"Pinch gestures have been used for text entry in Head-mounted displays (HMDs), enabling a comfortable and eyes-free text entry. However, the number of pinch gestures is limited, making it difficult to input all characters. In addition, the common pinch-based methods with a QWERTY keyboard require accurate control of the hand position and angle, which could be affected by natural tremors and the Heisenberg effect. So, we propose a new text entry method for HMDs, which combines hand positions and pinch gestures with a condensed key-based keyboard, enabling one-handed text entry for HMDs. The results of a primary study show that the mean input speed of the proposed method is 7.60 words-per-minute (WPM).",https://youtu.be/RO1-IWaqLrw,Expo Hall C,C23,C
C1431,Poster,Analysis of Emotional Tendency and Syntactic Properties for VR Game Reviews,Yang Gao: Beihang university&#59; Anqi CHEN: Beihang university&#59; Susan Chi: NetEase Games&#59; Guangtao Zhang: Technical University of Denmark&#59; Aimin Hao: Beihang University,"The studies of player reviews can help game developers design and optimize VR games. To this end, we investigated 288,685 reviews from 506 VR games on the Steam platform to analyze their sentiment tendencies using the machine learning-based model SKEP, which finds that although some of the reviews are &quot;recommend&quot;, they actually have opposite emotional tendencies. We also study the syntactic properties based on the natural language processing (NLP) kits Stanza and NLTK library, and we find that cybersickness is a significant concern for players.",https://youtu.be/ga4S24gIu7Y,Expo Hall C,C24,C
C1438,Poster,Emotional Avatars: Facial Emotion Identification Methodology for Avatar Based Systems,Dilshani Rangana Kumarapeli: University of Canterbury&#59; Sungchul Jung: Kennesaw State University&#59; Robert W. Lindeman: University of Canterbury,"This work analyses the effect of uncanniness behaviour in identifying emotions from different humanoid avatar representations. Expressive avatars play a vital role in immersive environments. However, technical limitations in replicating subtle emotional cues using real-time expression conversion techniques create an uncanniness to the viewers. Hence, achieving the desired emotional awareness is arguable. Therefore, using an avatar representation resistant to uncanniness in systems sensitive to emotional changes is vital. Therefore, here we analyse the level of uncanniness noticed by people for different avatars exhibiting various emotions using expressive faces and the behavioural trends of people in catching emotion-related uncanniness.",https://youtu.be/sEhP59USpWk,Expo Hall A,C22,A
C1440,Poster,Role of Dynamic Affordance and Cognitive Load in the Design of Extended Reality based Simulation Environments for Surgical Contexts,Avinash Gupta: Oklahoma State University&#59; J Cecil: OKLAHOMA STATE UNIVERSITY&#59; M Pirela-Cruz: Dignity Regional Medical Center,"In this paper, HCI-based design criteria for the Extended Reality (XR) based training environments. The design criteria explored in the paper help lay a foundation for the creation of Human Centric XR environments to train users in an orthopedic surgical procedure. The HCI-based perspective presented in the paper investigates the criteria such as affordance and cognitive load during the design. The paper focuses on the design of XR based environments based on the participatory design approach and information-centric modeling. Testing and assessment strategy presented provide insights into the impact of such HCI-based criteria on participants' acquisition of skills and knowledge during interactions with the XR environments.",https://youtu.be/cyf-Gb-D2Sk,Expo Hall C,C28,C
C1445,Poster,MienCap: Performance-Based Facial Animation with Live Mood Dynamics,Ye Pan: Shanghai Jiaotong University &#59; Ruisi Zhang: Shanghai Jiao Tong University&#59; Jingying Wang: University of Michigan&#59; Nengfu Chen: Shanghai Jiao Tong University&#59; Yilin Qiu: Shanghai Jiao Tong University&#59; Yu Ding: Netease Fuxi AI Lab&#59; Kenny Mitchell: Edinburgh Napier University,"Our purpose is to improve performance-based animation which can drive believable 3D stylized characters that are truly perceptual. By combining traditional blendshape animation techniques with machine learning models, we present a real time motion capture system, called MienCap, which drive character expressions in a geometrically consistent and perceptually valid way. We demonstrate the effectiveness of our system by comparing to a commercial product Faceware. Results reveal that ratings of the recognition of expressions depicted for animated characters via our systems are statistically higher than Faceware. Our results provide animators with a system for creating the expressions they wish to use more quickly and accurately.",https://www.youtube.com/watch?v=cUkbgL-4mwo,Expo Hall C,C31,C
C1448,Poster,Preliminary analysis of effective assistance timing for iterative visual search tasks using gaze-based visual cognition estimation,Syunsuke Yoshida: University of Hyogo&#59; Makoto Sei: ATR&#59; Akira Utsumi: ATR&#59; Hirotake Yamazoe: University of Hyogo,"In this paper, focusing on whether a person has visually recognized a target (visual cognition, VC) in iterative visual-search tasks, we propose an efficient assistance method based on the VC. In the proposed method, we first estimate the participant's VC of the target in the previous task. We then determine the target for the next task based on the VC and start to guide the participant's attention to the target for the next task at the VC timing. By initiating the guidance from the timing of the previous target's VC, we can guide attention at an earlier time and achieve efficient attention guidance. The preliminary experimental results showed that VC-based assistance improves task performance.",https://youtu.be/dDR4rG3Ns8c,Expo Hall C,C38,C
C1449,Poster,Prototyping a Virtual Agent for Pre-school English Teaching,Eduardo Benitez Sandoval: UNSW&#59; Diego V&aacute;zquez Rojas: Instituto Politecnico Nacional&#59; Clarissa Anaid Parada Cereceres: Instituto Politecnico Nacional&#59; Alvaro Anzueto-Rios: Instituto Politecnico Nacional&#59; Amit Barde: University of Auckland&#59; Mark Billinghurst: University of Auckland,"This paper describes a case study and the insights gained from prototyping an Intelligent Virtual Agent (IVA) for English vocabulary building for Spanish-speaking preschool children. After an initial exploration to evaluate the feasibility of developing an IVA, we followed a Human-Centered Design (HCD) approach to create a prototype. We report on the multidisciplinary process used that incorporated two well-known educative concepts: gamification and story-telling as the main components for engagement. Our results suggest that a multidisciplinary approach to developing an educational IVA is effective. We report on the relevant aspects of the ideation and design processes that informed the vision and mission of the project.",https://youtu.be/iPKHRcGrQOs,Expo Hall A,C23,A
C1459,Poster,Towards Conducting Effective Locomotion Through Hardware Transformation in Head-Mounted-Device - A Review Study,"Pawankumar Gururaj Yendigeri: International Institute of Information Technology, Hyderabad&#59; Raghav Mittal: International Institute of Information Technology Hyderabad&#59; Sai Anirudh Karre: IIIT Hyderabad&#59; Raghu Reddy: IIIT&#59; Syed Azeemuddin: IIIT","Locomotion in Virtual Reality (VR) acts as a motion tracking unit for simulating user movements based on the Degree-of-Freedom (DOF) of the application. For effective locomotion, VR practitioners may have to transform their hardware from 3-DOF to 6-DOF. In this context, we conducted a literature review on different motion tracking methods employed in the Head-Mounted-Devices (HMD) to understand such hardware transformation to conduct locomotion in VR. Our observations led us to formulate a taxonomy of the tracking methods for locomotion in VR based on system design. Our study also captures different metrics that VR practitioners use to evaluate the hardware based on the context, performance, and significance for conducting locomotion.",https://youtu.be/qFwJ9k9E5OA,Expo Hall C,C37,C
C1489,Poster,A Tangible Augmented Reality Programming Learning Environment for textual languages,Dmitry Resnyansky: University of South Australia&#59; Mark Billinghurst: University of South Australia&#59; Gun Lee: University of South Australia,"We present a novel Tangible Augmented Reality Programming Learning Environment system using head-mounted display (HMD) and physical manipulatives for teaching programming. The system supports student understanding/recollection of terms, and statement construction through access to terminology, explanations, and programming hints. It is designed to provide a virtual workspace for natural interaction with learning material using affordances of Augmented Reality (AR) and Tangible User Interfaces (TUIs). An AR code template provides a building and testing environment for learners to practice statement construction and computational skills. The system bolsters active learning with localised AR program visualisations and HMD-anchored AR glossary.",https://youtu.be/Ta0ufvfVPf4,Expo Hall A,C24,A
C1497,Poster,Improved Offset Handling in Hand-centered Object Manipulation Extending Ray-casting,Emil Edstr&ouml;m: Link&ouml;ping University&#59; Tim William Cardell Cardell: Link&ouml;ping University&#59; Karljohan Lundin Palmerius: Link&ouml;ping University,"One of the most common types of interaction in Virtual Reality (VR) is pose manipulation. The simultaneous manipulation of both object position and orientation, 6 DoF interaction, that can be complex in desktop environments, can become simple in VR, by mapping the natural motion with a 3D interaction controller (wand) to the motion of the object. In this paper we acknowledge the importance of an offset variable in HOMER, present a way of handling the offset consistently when the user faces different directions during interaction, compare this to using naive static offset with respect to task completion time and number of re-grabs, and measure their respective System Usability Scale (SUS) score and Raw NASA Task Load Index (RTLX).",https://youtu.be/hWx0UxcCtS4,Expo Hall B,C13,B
C1498,Poster,"If I Share with you my Perspective, Would you Share your Data with me?",Tianyu Song: Technical University of Munich&#59; Ulrich Eck: Technische Universitaet Muenchen&#59; Nassir Navab: Technische Universit&auml;t M&uuml;nchen,"Real-time 3D reconstruction using multiple RGBD cameras and their online transmission facilitates the adoption of mixed reality telepresence. However, such a system can only cover a limited volume, and increasing the number of RGBD cameras is unfeasible due to setup complexity and space constraints. To address this issue, we present the concept of Dynamic 3D View Sharing, which complements the views of a 3D reconstruction system by the dynamic view of the user's HMD. Here, we present a markerless calibration method integrating these two seamlessly into the mixed reality telepresence systems without disrupting the current workflow.",https://youtu.be/Trd9Y1AOYvU,Expo Hall B,C14,B
C1509,Poster,Head in the Clouds - Floating Locomotion in Virtual Reality,Priya Ganapathi: Indian Institute Of Technology Guwahati&#59; Felix Johannes Thiel: University College London&#59; David Swapp: University College London&#59; Anthony Steed: University College London,"Navigating large virtual spaces within the confines of a small tracked volume in a seated position becomes a serious accessibility issue when users' lower seating position reduces their visibility and makes it uncomfortable to reach for items with ease. Hence, we propose a &quot;floating&quot; accessibility technique, in which a seated VR user experiences the virtual environment from the perspective of a standing eye height. We conducted a user study comparing sitting, standing and floating conditions and observed that the floating technique had no detrimental effect in comparison to the standing technique and had a slight benefit over the sitting technique.",https://www.youtube.com/watch?v=aquU2pb_F1w,Expo Hall C,C36,C
C1516,Poster,OmniSyn: Synthesizing 360 Videos with Wide-baseline Panoramas,David Li: University Of Maryland&#59; Yinda Zhang: Google&#59; Christian Haene: Google&#59; Danhang Tang: Google&#59; Amitabh Varshney: University of Maryland College Park&#59; Ruofei Du: Google,"Immersive maps such as Google Street View and Bing Streetside provide true-to-life views with a massive collection of panoramas. However, these panoramas are only available at sparse intervals along the path they are taken, resulting in visual discontinuities during navigation. In this paper, we leverage the unique characteristics of wide-baseline panoramas and present OmniSyn, a novel pipeline for 360 view synthesis between wide-baseline panoramas. OmniSyn predicts omnidirectional depth maps, renders meshes, and synthesizes intermediate views. We envision our work may inspire future research for this real-world task and lead to smoother experiences navigating immersive maps.",https://youtu.be/n4dhMVKwnkE,Expo Hall C,C35,C
C1518,Poster,Proximity in VR: The Importance of Character Attractiveness and Participant Gender,Katja Zibrek: INRIA&#59; Benjamin Niay: Inria&#59; Anne-H&eacute;l&egrave;ne Olivier: University of Rennes 2&#59; Ludovic Hoyet: Inria&#59; Julien Pettr&eacute;: Inria&#59; Rachel McDonnell: Trinity College Dublin,"In this study, we expand upon recent evidence that the motion of virtual characters affects the proximity of users who are immersed with them in virtual reality (VR). Characters with attractive motions decrease proximity, while females prefer further distances from characters than males. No effect of character gender on proximity was found. We designed a similar experiment where users observed walking motions in VR which were displayed on male and female virtual characters. Our results show similar patterns found in previous studies, while some differences due to the specifics of the characters emerged.",https://youtu.be/MorQ88_xyWk,Expo Hall B,C21,B
C1530,Poster,A Comparison of Input Devices for Precise Interaction Tasks in VR-based Surgical Planning and Training,Mareen Allgaier: Otto-von-Guericke University Magdeburg&#59; Vuthea Chheang: Otto-von-Guericke University Magdeburg&#59; Patrick Saalfeld: Otto-von-Guericke University&#59; Vikram Apilla: Otto-von-Guericke University Magdeburg&#59; Tobias Huber: University Medicine of the Johannes Gutenberg-University&#59; Florentine Huettl: University Medicine of the Johannes Gutenberg-University&#59; Belal Neyazi: University Hospital Magdeburg&#59; I. Erol Sandalcioglu: University Hospital Magdeburg&#59; Christian Hansen: Otto-von-Guericke University Magdeburg&#59; Bernhard Preim: Otto-von-Guericke University Magdeburg&#59; Sylvia Saalfeld: Otto von Guericke University,"We present a comparison of input devices for common interaction tasks in medical VR training and planning based on two relevant applications. The chosen devices, VR controllers, VR Ink, data gloves, and a real medical instrument, differ in their degree of specialization and their grip.
The conducted user study shows that the controllers and VR Ink performed significantly better than the other devices regarding precision. Concerning questionnaire results, no device stands out but most participants preferred the VR Ink for both applications.
These results can serve as a guide to identify an appropriate device for future medical VR applications.",https://www.youtube.com/watch?v=ixza7NYrZ_8,Expo Hall B,C22,B
C1542,Poster,AiRType: An Air-Tapping Keyboard for Augmented Reality Environments,Necip Faz?l Y?ld?ran: University of Central Florida&#59; &Uuml;lk&uuml; Meteriz-Y?ld?ran: University of Central Florida&#59; David Mohaisen: University of Central Florida,"We present AiRType for AR/VR HMDs that enables text entry through bare hands for more natural perception. The hand models in the virtual environment mirror hand movements of the user and user targets and selects the keys via hand models. AiRType fully leverages the additional dimension without restraining the interaction space by users' arm lengths. It can be attached to anywhere and can be scaled freely. We evaluated and compared AiRType with the baseline-the built-in keyboard of Magic Leap 1. AiRType shows 27&#37; decrease in the error rate, 3.3&#37; increase in character-per-second, and 9.4&#37; increase in user satisfaction.",https://youtu.be/iUII8ckpudU,Expo Hall C,C41,C
C1557,Poster,Interacting with a Torque-Controlled Virtual Human in Virtual Reality for Ergonomics Studies,Jacques Zhong: CEA List&#59; Vincent Weistroffer: CEA LIST&#59; claude ca andriot: cea&#59; Pauline Maurice: INRIA LORIA&#59; Francis Colas: INRIA LORIA,"This paper presents a new tool to help ergonomists conduct studies on digital human models (DHM) in a more intuitive and physically consistent way. To do so, a virtual reality setup was combined with a DHM in a real-time physics simulation. Therefore, the user is able to directly manipulate the DHM within the virtual workplace and quickly experiment with a variety of scenarios.",https://youtu.be/6gfz9rzWXE8,Expo Hall B,C23,B
C1566,Poster,Head-Worn Markerless Augmented Reality Inside A Moving Vehicle,zhiwei Zhu: SRI International&#59; Mikhail Sizintsev: SRI International&#59; Glenn Murray: SRI International&#59; Han-Pang Chiu: SRI International&#59; Ali Chaudhry: SRI International&#59; Supun Samarasekera: SRI International&#59; Rakesh Kumar: SRI International,"This paper describes a system that provides general head-worn outdoor augmented reality (AR) capability for the user inside a moving vehicle. Our system follows the concept of combining pose estimation from both vehicle navigation system and wearable sensors to address the failure of commercial AR devices inside a moving vehicle. We continuously match natural visual features from the camera against a prebuilt database of interior vehicle scenes. To improve the robustness in a moving vehicle with other passengers, a human detection module is adapted to filter out people from the camera scene. Experiments demonstrate the effectiveness of the proposed solution.",https://youtu.be/yNXXpmcYuYQ,Expo Hall C,C42,C
